date;temperature_F;total_sales_RS;temperature_C
Tuesday/September 18/2018;86;50.759;35
Wednesday/September 19/2018;86;51.363;36
Thursday/September 20/2018;87;51.360;36
Friday/September 21/2018;87;51.430;36
Saturday/September 22/2018;84;50.211;34
Sunday/September 23/2018;92;51.418;36
Monday/September 24/2018;88;52.027;37
Tuesday/September 25/2018;86;51.402;36
Wednesday/September 26/2018;89;52.011;37
Thursday/September 27/2018;88;51.392;36
Friday/September 28/2018;87;51.389;36
Saturday/September 29/2018;88;51.380;36
Sunday/September 30/2018;88;51.380;36
Monday/October 1/2018;89;51.983;37
Tuesday/October 2/2018;89;51.982;37
Wednesday/October 3/2018;90;52.587;38
Thursday/October 4/2018;86;50.759;35
Friday/October 5/2018;86;51.363;36
Saturday/October 6/2018;90;52.578;38
Sunday/October 7/2018;86;51.351;36
Monday/October 8/2018;87;51.349;36
Tuesday/October 9/2018;85;50.733;35
Wednesday/October 10/2018;85;50.732;35
Thursday/October 11/2018;84;50.119;34
Friday/October 12/2018;89;51.944;37
Saturday/October 13/2018;86;51.328;36
Sunday/October 14/2018;90;52.545;38
Monday/October 15/2018;86;51.322;36
Tuesday/October 16/2018;89;51.929;37
Wednesday/October 17/2018;89;51.913;37
Thursday/October 18/2018;88;51.913;37
Friday/October 19/2018;87;51.297;36
Saturday/October 20/2018;83;50.077;34
Sunday/October 21/2018;88;51.288;36
Monday/October 22/2018;85;50.677;35
Tuesday/October 23/2018;88;51.884;37
Wednesday/October 24/2018;84;50.055;34
Thursday/October 25/2018;86;50.654;35
Friday/October 26/2018;86;51.263;36
Saturday/October 27/2018;87;51.256;36
Sunday/October 28/2018;86;51.256;36
Monday/October 29/2018;86;50.640;35
Tuesday/October 30/2018;89;51.858;37
Wednesday/October 31/2018;87;51.241;36
Thursday/November 1/2018;85;50.631;35
Friday/November 2/2018;89;51.837;37
Saturday/November 3/2018;86;50.617;35
Sunday/November 4/2018;88;51.218;36
Monday/November 5/2018;86;50.605;35
Tuesday/November 6/2018;85;50.595;35
Wednesday/November 7/2018;87;51.202;36
Thursday/November 8/2018;87;51.198;36
Friday/November 9/2018;87;51.198;36
Saturday/November 10/2018;86;51.191;36
Sunday/November 11/2018;84;49.971;34
Monday/November 12/2018;88;51.791;37
Tuesday/November 13/2018;87;51.179;36
Wednesday/November 14/2018;85;50.565;35
Thursday/November 15/2018;88;51.776;37
Friday/November 16/2018;88;51.773;37
Saturday/November 17/2018;85;50.554;35
Sunday/November 18/2018;84;50.551;35
Monday/November 19/2018;89;51.766;37
Tuesday/November 20/2018;86;50.539;35
Wednesday/November 21/2018;88;51.756;37
Thursday/November 22/2018;90;52.352;38
Friday/November 23/2018;89;51.737;37
Saturday/November 24/2018;88;51.719;37
Sunday/November 25/2018;82;49.280;33
Monday/November 26/2018;86;51.098;36
Tuesday/November 27/2018;87;51.081;36
Wednesday/November 28/2018;85;49.258;35
Thursday/November 29/2018;82;48.037;33
Friday/November 30/2018;80;47.367;32
Saturday/December 1/2018;85;49.182;35
Sunday/December 2/2018;85;49.168;35
Monday/December 3/2018;79;47.340;32
Tuesday/December 4/2018;81;47.926;33
Wednesday/December 5/2018;83;48.533;34
Thursday/December 6/2018;83;48.522;34
Friday/December 7/2018;86;49.127;35
Saturday/December 8/2018;82;47.894;33
Sunday/December 9/2018;84;48.501;34
Monday/December 10/2018;83;48.499;34
Tuesday/December 11/2018;82;47.886;33
Wednesday/December 12/2018;85;49.097;35
Thursday/December 13/2018;84;49.094;35
Friday/December 14/2018;86;49.691;36
Saturday/December 15/2018;83;48.472;34
Sunday/December 16/2018;82;47.856;33
Monday/December 17/2018;85;49.074;35
Tuesday/December 18/2018;83;48.462;34
Wednesday/December 19/2018;82;47.852;33
Thursday/December 20/2018;85;49.064;35
Friday/December 21/2018;82;47.846;33
Saturday/December 22/2018;79;47.230;32
Sunday/December 23/2018;80;47.229;32
Monday/December 24/2018;85;49.047;35
Tuesday/December 25/2018;84;48.438;34
Wednesday/December 26/2018;83;48.431;34
Thursday/December 27/2018;88;50.256;37
Friday/December 28/2018;82;47.815;33
Saturday/December 29/2018;82;48.424;34
Sunday/December 30/2018;80;47.198;32
Monday/December 31/2018;85;49.024;35
Tuesday/January 1/2019;85;49.017;35
Wednesday/January 2/2019;87;49.625;36
Thursday/January 3/2019;84;48.399;34
Friday/January 4/2019;80;47.181;32
Saturday/January 5/2019;85;48.998;35
Sunday/January 6/2019;80;47.170;32
Monday/January 7/2019;81;47.776;33
Tuesday/January 8/2019;85;48.993;35
Wednesday/January 9/2019;84;48.378;34
Thursday/January 10/2019;82;47.768;33
Friday/January 11/2019;86;48.982;35
Saturday/January 12/2019;86;48.982;35
Sunday/January 13/2019;84;48.367;34
Monday/January 14/2019;81;47.756;33
Tuesday/January 15/2019;79;47.139;32
Wednesday/January 16/2019;85;48.965;35
Thursday/January 17/2019;83;48.349;34
Friday/January 18/2019;85;48.956;35
Saturday/January 19/2019;82;47.732;33
Sunday/January 20/2019;82;47.727;33
Monday/January 21/2019;80;47.110;32
Tuesday/January 22/2019;86;48.936;35
Wednesday/January 23/2019;84;48.930;35
Thursday/January 24/2019;82;48.320;34
Friday/January 25/2019;82;47.702;33
Saturday/January 26/2019;85;48.919;35
Sunday/January 27/2019;83;48.299;34
Monday/January 28/2019;83;48.298;34
Tuesday/January 29/2019;81;47.682;33
Wednesday/January 30/2019;85;48.900;35
Thursday/January 31/2019;89;50.112;37
Friday/February 1/2019;86;48.884;35
Saturday/February 2/2019;84;48.265;34
Sunday/February 3/2019;85;48.870;35
Monday/February 4/2019;83;48.245;34
Tuesday/February 5/2019;80;47.024;32
Wednesday/February 6/2019;83;48.225;34
Thursday/February 7/2019;81;47.606;33
Friday/February 8/2019;84;48.797;35
Saturday/February 9/2019;81;47.578;33
Sunday/February 10/2019;93;49.800;37
Monday/February 11/2019;92;49.190;36
Tuesday/February 12/2019;93;49.774;37
Wednesday/February 13/2019;97;50.989;39
Thursday/February 14/2019;93;49.150;36
Friday/February 15/2019;95;50.364;38
Saturday/February 16/2019;94;49.737;37
Sunday/February 17/2019;95;50.345;38
Monday/February 18/2019;97;50.335;38
Tuesday/February 19/2019;94;49.724;37
Wednesday/February 20/2019;94;49.714;37
Thursday/February 21/2019;95;49.713;37
Friday/February 22/2019;93;49.708;37
Saturday/February 23/2019;93;49.099;36
Sunday/February 24/2019;90;50.312;38
Monday/February 25/2019;94;49.703;37
Tuesday/February 26/2019;96;50.306;38
Wednesday/February 27/2019;94;49.697;37
Thursday/February 28/2019;92;49.083;36
Friday/March 1/2019;93;49.691;37
Saturday/March 2/2019;94;49.684;37
Sunday/March 3/2019;92;49.075;36
Monday/March 4/2019;90;50.289;38
Tuesday/March 5/2019;94;49.679;37
Wednesday/March 6/2019;98;50.889;39
Thursday/March 7/2019;91;50.280;38
Friday/March 8/2019;95;50.277;38
Saturday/March 9/2019;91;50.277;38
Sunday/March 10/2019;92;49.056;36
Monday/March 11/2019;96;50.274;38
Tuesday/March 12/2019;93;49.053;36
Wednesday/March 13/2019;96;50.271;38
Thursday/March 14/2019;96;50.266;38
Friday/March 15/2019;94;49.657;37
Saturday/March 16/2019;93;49.655;37
Sunday/March 17/2019;96;50.263;38
Monday/March 18/2019;97;50.866;39
Tuesday/March 19/2019;93;49.648;37
Wednesday/March 20/2019;96;50.254;38
Thursday/March 21/2019;94;49.645;37
Friday/March 22/2019;94;49.639;37
Saturday/March 23/2019;97;50.857;39
Sunday/March 24/2019;91;50.244;38
Monday/March 25/2019;95;49.635;37
Tuesday/March 26/2019;94;49.631;37
Wednesday/March 27/2019;96;50.240;38
Thursday/March 28/2019;94;49.627;37
Friday/March 29/2019;94;49.627;37
Saturday/March 30/2019;95;49.625;37
Sunday/March 31/2019;95;50.233;38
Monday/April 1/2019;95;50.230;38
Tuesday/April 2/2019;94;49.621;37
Wednesday/April 3/2019;92;49.004;36
Thursday/April 4/2019;94;49.613;37
Friday/April 5/2019;92;49.002;36
Saturday/April 6/2019;95;49.609;37
Sunday/April 7/2019;95;50.215;38
Monday/April 8/2019;94;49.606;37
Tuesday/April 9/2019;93;49.602;37
Wednesday/April 10/2019;93;49.602;37
Thursday/April 11/2019;95;49.598;37
Friday/April 12/2019;98;50.816;39
Saturday/April 13/2019;96;50.205;38
Sunday/April 14/2019;96;50.204;38
Monday/April 15/2019;90;50.201;38
Tuesday/April 16/2019;97;50.201;38
Wednesday/April 17/2019;96;50.199;38
Thursday/April 18/2019;97;50.198;38
Friday/April 19/2019;97;50.190;38
Saturday/April 20/2019;96;50.189;38
Sunday/April 21/2019;95;50.186;38
Monday/April 22/2019;93;48.968;36
Tuesday/April 23/2019;92;48.967;36
Wednesday/April 24/2019;93;48.966;36
Thursday/April 25/2019;94;49.573;37
Friday/April 26/2019;93;48.964;36
Saturday/April 27/2019;94;49.569;37
Sunday/April 28/2019;95;49.569;37
Monday/April 29/2019;92;48.957;36
Tuesday/April 30/2019;93;49.565;37
Wednesday/May 1/2019;92;48.953;36
Thursday/May 2/2019;91;50.168;38
Friday/May 3/2019;93;48.948;36
Saturday/May 4/2019;94;49.556;37
Sunday/May 5/2019;97;50.162;38
Monday/May 6/2019;92;48.943;36
Tuesday/May 7/2019;95;50.156;38
Wednesday/May 8/2019;95;49.547;37
Thursday/May 9/2019;94;49.544;37
Friday/May 10/2019;95;49.544;37
Saturday/May 11/2019;93;48.932;36
Sunday/May 12/2019;95;50.149;38
Monday/May 13/2019;94;49.537;37
Tuesday/May 14/2019;91;50.145;38
Wednesday/May 15/2019;93;49.533;37
Thursday/May 16/2019;95;49.533;37
Friday/May 17/2019;95;50.140;38
Saturday/May 18/2019;92;48.922;36
Sunday/May 19/2019;94;49.527;37
Monday/May 20/2019;93;48.916;36
Tuesday/May 21/2019;94;49.519;37
Wednesday/May 22/2019;93;49.517;37
Thursday/May 23/2019;96;50.125;38
Friday/May 24/2019;93;48.907;36
Saturday/May 25/2019;92;48.905;36
Sunday/May 26/2019;96;50.123;38
Monday/May 27/2019;94;49.511;37
Tuesday/May 28/2019;92;48.901;36
Wednesday/May 29/2019;92;48.897;36
Thursday/May 30/2019;94;49.506;37
Friday/May 31/2019;97;50.719;39
Saturday/June 1/2019;93;49.500;37
Sunday/June 2/2019;92;48.889;36
Monday/June 3/2019;93;49.498;37
Tuesday/June 4/2019;98;50.710;39
Wednesday/June 5/2019;93;48.883;36
Thursday/June 6/2019;92;48.878;36
Friday/June 7/2019;97;50.095;38
Saturday/June 8/2019;93;48.873;36
Sunday/June 9/2019;95;50.091;38
Monday/June 10/2019;91;50.089;38
Tuesday/June 11/2019;94;49.479;37
Wednesday/June 12/2019;97;50.693;39
Thursday/June 13/2019;93;48.866;36
Friday/June 14/2019;92;48.864;36
Saturday/June 15/2019;91;50.082;38
Sunday/June 16/2019;93;48.862;36
Monday/June 17/2019;94;49.470;37
Tuesday/June 18/2019;91;50.075;38
Wednesday/June 19/2019;92;48.857;36
Thursday/June 20/2019;96;50.069;38
Friday/June 21/2019;96;50.069;38
Saturday/June 22/2019;90;50.064;38
Sunday/June 23/2019;91;50.064;38
Monday/June 24/2019;96;50.060;38
Tuesday/June 25/2019;94;49.450;37
Wednesday/June 26/2019;93;49.447;37
Thursday/June 27/2019;94;49.447;37
Friday/June 28/2019;94;49.443;37
Saturday/June 29/2019;90;50.052;38
Sunday/June 30/2019;93;48.829;36
Monday/July 1/2019;91;50.047;38
Tuesday/July 2/2019;95;50.044;38
Wednesday/July 3/2019;96;50.043;38
Thursday/July 4/2019;93;48.818;36
Friday/July 5/2019;94;49.427;37
Saturday/July 6/2019;93;49.422;37
Sunday/July 7/2019;96;50.030;38
Monday/July 8/2019;96;50.029;38
Tuesday/July 9/2019;94;49.419;37
Wednesday/July 10/2019;93;48.807;36
Thursday/July 11/2019;94;49.416;37
Friday/July 12/2019;95;49.415;37
Saturday/July 13/2019;93;48.804;36
Sunday/July 14/2019;93;49.406;37
Monday/July 15/2019;95;49.406;37
Tuesday/July 16/2019;92;48.792;36
Wednesday/July 17/2019;93;48.792;36
Thursday/July 18/2019;91;50.006;38
Friday/July 19/2019;91;50.006;38
Saturday/July 20/2019;91;50.000;38
Sunday/July 21/2019;90;50.000;38
Monday/July 22/2019;93;48.779;36
Tuesday/July 23/2019;91;49.996;38
Wednesday/July 24/2019;94;49.384;37
Thursday/July 25/2019;93;48.775;36
Friday/July 26/2019;93;48.766;36
Saturday/July 27/2019;92;48.764;36
Sunday/July 28/2019;94;49.371;37
Monday/July 29/2019;94;49.370;37
Tuesday/July 30/2019;88;49.362;37
Wednesday/July 31/2019;94;49.361;37
Thursday/August 1/2019;93;48.749;36
Friday/August 2/2019;98;50.576;39
Saturday/August 3/2019;92;48.747;36
Sunday/August 4/2019;89;49.356;37
Monday/August 5/2019;93;48.743;36
Tuesday/August 6/2019;90;49.961;38
Wednesday/August 7/2019;93;49.346;37
Thursday/August 8/2019;94;49.345;37
Friday/August 9/2019;91;49.951;38
Saturday/August 10/2019;92;48.730;36
Sunday/August 11/2019;90;49.946;38
Monday/August 12/2019;90;49.946;38
Tuesday/August 13/2019;93;48.724;36
Wednesday/August 14/2019;97;49.942;38
Thursday/August 15/2019;88;49.328;37
Friday/August 16/2019;92;48.719;36
Saturday/August 17/2019;94;49.326;37
Sunday/August 18/2019;94;49.325;37
Monday/August 19/2019;92;48.712;36
Tuesday/August 20/2019;91;49.930;38
Wednesday/August 21/2019;90;49.927;38
Thursday/August 22/2019;92;48.708;36
Friday/August 23/2019;91;49.924;38
Saturday/August 24/2019;92;48.706;36
Sunday/August 25/2019;90;49.918;38
Monday/August 26/2019;89;49.309;37
Tuesday/August 27/2019;92;48.697;36
Wednesday/August 28/2019;95;49.914;38
Thursday/August 29/2019;92;48.694;36
Friday/August 30/2019;89;49.302;37
Saturday/August 31/2019;93;48.690;36
Sunday/September 1/2019;93;48.690;36
Monday/September 2/2019;88;49.295;37
Tuesday/September 3/2019;91;49.904;38
Wednesday/September 4/2019;95;49.902;38
Thursday/September 5/2019;96;49.901;38
Friday/September 6/2019;90;49.287;37
Saturday/September 7/2019;93;48.677;36
Sunday/September 8/2019;98;50.500;39
Monday/September 9/2019;92;48.673;36
Tuesday/September 10/2019;91;49.888;38
Wednesday/September 11/2019;97;50.497;39
Thursday/September 12/2019;92;48.667;36
Friday/September 13/2019;90;49.885;38
Saturday/September 14/2019;89;49.269;37
Sunday/September 15/2019;94;49.268;37
Monday/September 16/2019;91;49.876;38
Tuesday/September 17/2019;89;49.267;37
Wednesday/September 18/2019;90;49.872;38
Thursday/September 19/2019;93;48.654;36
Friday/September 20/2019;90;49.870;38
Saturday/September 21/2019;95;49.260;37
Sunday/September 22/2019;93;48.648;36
Monday/September 23/2019;93;48.648;36
Tuesday/September 24/2019;90;49.861;38
Wednesday/September 25/2019;91;49.860;38
Thursday/September 26/2019;93;49.245;37
Friday/September 27/2019;92;48.635;36
Saturday/September 28/2019;95;49.241;37
Sunday/September 29/2019;92;48.630;36
Monday/September 30/2019;91;49.843;38
Tuesday/October 1/2019;92;48.625;36
Wednesday/October 2/2019;91;49.838;38
Thursday/October 3/2019;91;48.620;36
Friday/October 4/2019;93;48.618;36
Saturday/October 5/2019;91;49.836;38
Sunday/October 6/2019;89;49.223;37
Monday/October 7/2019;93;48.613;36
Tuesday/October 8/2019;92;48.609;36
Wednesday/October 9/2019;95;49.218;37
Thursday/October 10/2019;93;48.605;36
Friday/October 11/2019;90;49.822;38
Saturday/October 12/2019;93;48.602;36
Sunday/October 13/2019;93;48.602;36
Monday/October 14/2019;90;49.818;38
Tuesday/October 15/2019;87;48.599;36
Wednesday/October 16/2019;93;48.597;36
Thursday/October 17/2019;91;49.814;38
Friday/October 18/2019;95;49.203;37
Saturday/October 19/2019;96;49.811;38
Sunday/October 20/2019;92;48.590;36
Monday/October 21/2019;92;48.590;36
Tuesday/October 22/2019;92;48.588;36
Wednesday/October 23/2019;92;48.587;36
Thursday/October 24/2019;94;49.193;37
Friday/October 25/2019;93;48.584;36
Saturday/October 26/2019;93;48.582;36
Sunday/October 27/2019;89;49.190;37
Monday/October 28/2019;94;49.186;37
Tuesday/October 29/2019;93;48.577;36
Wednesday/October 30/2019;91;49.792;38
Thursday/October 31/2019;95;49.183;37
Friday/November 1/2019;94;49.179;37
Saturday/November 2/2019;91;49.788;38
Sunday/November 3/2019;94;49.176;37
Monday/November 4/2019;92;48.567;36
Tuesday/November 5/2019;92;48.565;36
Wednesday/November 6/2019;94;49.171;37
Thursday/November 7/2019;93;48.558;36
Friday/November 8/2019;95;49.775;38
Saturday/November 9/2019;91;49.765;38
Sunday/November 10/2019;92;48.547;36
Monday/November 11/2019;92;48.540;36
Tuesday/November 12/2019;88;49.148;37
Wednesday/November 13/2019;93;48.534;36
Thursday/November 14/2019;91;49.752;38
Friday/November 15/2019;93;48.523;36
Saturday/November 16/2019;92;48.523;36
Sunday/November 17/2019;90;49.736;38
Monday/November 18/2019;91;49.736;38
Tuesday/November 19/2019;91;49.730;38
Wednesday/November 20/2019;92;48.511;36
Thursday/November 21/2019;93;48.500;36
Friday/November 22/2019;93;48.498;36
Saturday/November 23/2019;91;49.706;38
Sunday/November 24/2019;93;48.487;36
Monday/November 25/2019;93;48.477;36
Tuesday/November 26/2019;95;49.694;38
Wednesday/November 27/2019;91;49.678;38
Thursday/November 28/2019;90;49.672;38
Friday/November 29/2019;89;49.025;37
Saturday/November 30/2019;90;49.633;38
Sunday/December 1/2019;90;49.604;38
Monday/December 2/2019;91;49.602;38
Tuesday/December 3/2019;93;48.973;37
Wednesday/December 4/2019;91;49.582;38
Thursday/December 5/2019;91;49.572;38
Friday/December 6/2019;94;48.963;37
Saturday/December 7/2019;90;49.565;38
Sunday/December 8/2019;90;49.559;38
Monday/December 9/2019;90;49.551;38
Tuesday/December 10/2019;90;49.548;38
Wednesday/December 11/2019;91;48.320;36
Thursday/December 12/2019;88;48.316;36
Friday/December 13/2019;90;49.515;38
Saturday/December 14/2019;91;49.513;38
Sunday/December 15/2019;92;48.287;36
Monday/December 16/2019;94;48.895;37
Tuesday/December 17/2019;91;49.498;38
Wednesday/December 18/2019;91;49.497;38
Thursday/December 19/2019;91;49.492;38
Friday/December 20/2019;90;49.491;38
Saturday/December 21/2019;90;49.485;38
Sunday/December 22/2019;93;48.266;36
Monday/December 23/2019;93;48.261;36
Tuesday/December 24/2019;92;48.260;36
Wednesday/December 25/2019;93;48.246;36
Thursday/December 26/2019;89;48.853;37
Friday/December 27/2019;90;49.456;38
Saturday/December 28/2019;95;48.846;37
Sunday/December 29/2019;93;48.234;36
Monday/December 30/2019;93;48.232;36
Tuesday/December 31/2019;93;48.228;36
Wednesday/January 1/2020;89;48.836;37
Thursday/January 2/2020;89;48.829;37
Friday/January 3/2020;91;49.436;38
Saturday/January 4/2020;93;48.209;36
Sunday/January 5/2020;92;48.208;36
Monday/January 6/2020;95;49.416;38
Tuesday/January 7/2020;90;49.414;38
Wednesday/January 8/2020;95;48.801;37
Thursday/January 9/2020;88;48.190;36
Friday/January 10/2020;92;48.185;36
Saturday/January 11/2020;93;48.184;36
Sunday/January 12/2020;93;48.180;36
Monday/January 13/2020;94;48.787;37
Tuesday/January 14/2020;91;49.387;38
Wednesday/January 15/2020;92;48.168;36
Thursday/January 16/2020;91;49.377;38
Friday/January 17/2020;93;48.159;36
Saturday/January 18/2020;92;48.150;36
Sunday/January 19/2020;93;48.149;36
Monday/January 20/2020;92;48.144;36
Tuesday/January 21/2020;92;48.144;36
Wednesday/January 22/2020;90;49.360;38
Thursday/January 23/2020;89;48.751;37
Friday/January 24/2020;91;49.352;38
Saturday/January 25/2020;91;49.350;38
Sunday/January 26/2020;95;48.737;37
Monday/January 27/2020;90;49.346;38
Tuesday/January 28/2020;92;48.113;36
Wednesday/January 29/2020;90;49.330;38
Thursday/January 30/2020;92;48.105;36
Friday/January 31/2020;93;48.104;36
Saturday/February 1/2020;91;48.095;36
Sunday/February 2/2020;88;48.704;37
Monday/February 3/2020;91;49.299;38
Tuesday/February 4/2020;90;49.298;38
Wednesday/February 5/2020;91;49.288;38
Thursday/February 6/2020;89;48.677;37
Friday/February 7/2020;92;48.052;36
Saturday/February 8/2020;90;49.269;38
Sunday/February 9/2020;90;49.224;38
Monday/February 10/2020;89;48.604;37
Tuesday/February 11/2020;91;49.179;38
Wednesday/February 12/2020;89;48.568;37
Thursday/February 13/2020;86;47.335;35
Friday/February 14/2020;85;47.335;35
Saturday/February 15/2020;83;46.716;34
Sunday/February 16/2020;90;49.151;38
Monday/February 17/2020;83;46.708;34
Tuesday/February 18/2020;87;47.925;36
Wednesday/February 19/2020;84;47.300;35
Thursday/February 20/2020;86;47.908;36
Friday/February 21/2020;84;47.297;35
Saturday/February 22/2020;88;48.515;37
Sunday/February 23/2020;84;46.681;34
Monday/February 24/2020;87;47.897;36
Tuesday/February 25/2020;88;48.505;37
Wednesday/February 26/2020;88;48.498;37
Thursday/February 27/2020;88;47.883;36
Friday/February 28/2020;85;47.271;35
Saturday/February 29/2020;84;46.661;34
Sunday/March 1/2020;85;47.265;35
Monday/March 2/2020;87;47.873;36
Tuesday/March 3/2020;84;47.261;35
Wednesday/March 4/2020;85;47.256;35
Thursday/March 5/2020;84;47.253;35
Friday/March 6/2020;83;46.641;34
Saturday/March 7/2020;84;46.636;34
Sunday/March 8/2020;84;46.633;34
Monday/March 9/2020;86;47.843;36
Tuesday/March 10/2020;81;46.013;33
Wednesday/March 11/2020;89;48.445;37
Thursday/March 12/2020;90;49.054;38
Friday/March 13/2020;88;48.443;37
Saturday/March 14/2020;86;47.833;36
Sunday/March 15/2020;86;47.220;35
Monday/March 16/2020;87;47.828;36
Tuesday/March 17/2020;77;44.779;31
Wednesday/March 18/2020;86;47.821;36
Thursday/March 19/2020;90;48.427;37
Friday/March 20/2020;87;47.818;36
Saturday/March 21/2020;90;48.425;37
Sunday/March 22/2020;88;48.423;37
Monday/March 23/2020;85;47.205;35
Tuesday/March 24/2020;88;48.421;37
Wednesday/March 25/2020;86;47.202;35
Thursday/March 26/2020;87;47.810;36
Friday/March 27/2020;87;47.808;36
Saturday/March 28/2020;86;47.198;35
Sunday/March 29/2020;89;48.410;37
Monday/March 30/2020;82;45.974;33
Tuesday/March 31/2020;87;47.798;36
Wednesday/April 1/2020;89;48.407;37
Thursday/April 2/2020;88;48.402;37
Friday/April 3/2020;86;47.793;36
Saturday/April 4/2020;86;47.789;36
Sunday/April 5/2020;84;46.571;34
Monday/April 6/2020;88;47.786;36
Tuesday/April 7/2020;78;44.737;31
Wednesday/April 8/2020;85;47.173;35
Thursday/April 9/2020;89;48.386;37
Friday/April 10/2020;87;47.777;36
Saturday/April 11/2020;81;45.945;33
Sunday/April 12/2020;84;47.163;35
Monday/April 13/2020;89;48.380;37
Tuesday/April 14/2020;86;47.161;35
Wednesday/April 15/2020;88;47.766;36
Thursday/April 16/2020;88;48.375;37
Friday/April 17/2020;89;48.374;37
Saturday/April 18/2020;84;46.546;34
Sunday/April 19/2020;86;47.763;36
Monday/April 20/2020;84;47.154;35
Tuesday/April 21/2020;90;48.976;38
Wednesday/April 22/2020;90;48.974;38
Thursday/April 23/2020;86;47.756;36
Friday/April 24/2020;84;46.535;34
Saturday/April 25/2020;90;48.971;38
Sunday/April 26/2020;88;48.360;37
Monday/April 27/2020;87;47.750;36
Tuesday/April 28/2020;90;48.966;38
Wednesday/April 29/2020;80;45.309;32
Thursday/April 30/2020;85;47.136;35
Friday/May 1/2020;84;46.526;34
Saturday/May 2/2020;86;47.135;35
Sunday/May 3/2020;88;47.739;36
Monday/May 4/2020;88;48.348;37
Tuesday/May 5/2020;83;46.520;34
Wednesday/May 6/2020;88;48.346;37
Thursday/May 7/2020;86;47.127;35
Friday/May 8/2020;87;47.735;36
Saturday/May 9/2020;87;47.733;36
Sunday/May 10/2020;87;47.732;36
Monday/May 11/2020;87;47.728;36
Tuesday/May 12/2020;87;47.726;36
Wednesday/May 13/2020;83;46.503;34
Thursday/May 14/2020;87;47.721;36
Friday/May 15/2020;89;48.328;37
Saturday/May 16/2020;86;47.110;35
Sunday/May 17/2020;90;48.931;38
Monday/May 18/2020;87;47.713;36
Tuesday/May 19/2020;90;48.929;38
Wednesday/May 20/2020;85;47.099;35
Thursday/May 21/2020;86;47.098;35
Friday/May 22/2020;88;48.313;37
Saturday/May 23/2020;85;47.094;35
Sunday/May 24/2020;86;47.092;35
Monday/May 25/2020;88;48.310;37
Tuesday/May 26/2020;77;44.651;31
Wednesday/May 27/2020;88;48.302;37
Thursday/May 28/2020;83;46.474;34
Friday/May 29/2020;90;48.907;38
Saturday/May 30/2020;77;44.644;31
Sunday/May 31/2020;77;44.641;31
Monday/June 1/2020;87;47.686;36
Tuesday/June 2/2020;88;48.289;37
Wednesday/June 3/2020;83;46.462;34
Thursday/June 4/2020;86;47.067;35
Friday/June 5/2020;88;47.676;36
Saturday/June 6/2020;83;46.456;34
Sunday/June 7/2020;87;47.672;36
Monday/June 8/2020;86;47.668;36
Tuesday/June 9/2020;89;48.270;37
Wednesday/June 10/2020;86;47.051;35
Thursday/June 11/2020;89;48.267;37
Friday/June 12/2020;88;47.658;36
Saturday/June 13/2020;84;46.439;34
Sunday/June 14/2020;89;48.266;37
Monday/June 15/2020;86;47.044;35
Tuesday/June 16/2020;89;48.261;37
Wednesday/June 17/2020;86;47.040;35
Thursday/June 18/2020;84;46.431;34
Friday/June 19/2020;83;46.429;34
Saturday/June 20/2020;90;48.861;38
Sunday/June 21/2020;87;47.643;36
Monday/June 22/2020;83;46.421;34
Tuesday/June 23/2020;87;47.636;36
Wednesday/June 24/2020;89;48.242;37
Thursday/June 25/2020;89;48.240;37
Friday/June 26/2020;88;48.238;37
Saturday/June 27/2020;88;47.624;36
Sunday/June 28/2020;90;48.841;38
Monday/June 29/2020;84;46.394;34
Tuesday/June 30/2020;86;47.612;36
Wednesday/July 1/2020;84;46.996;35
Thursday/July 2/2020;90;48.822;38
Friday/July 3/2020;85;46.989;35
Saturday/July 4/2020;78;44.542;31
Sunday/July 5/2020;85;46.978;35
Monday/July 6/2020;86;47.577;36
Tuesday/July 7/2020;89;48.175;37
Wednesday/July 8/2020;85;46.952;35
Thursday/July 9/2020;85;46.950;35
Friday/July 10/2020;78;44.510;31
Saturday/July 11/2020;89;48.152;37
Sunday/July 12/2020;82;45.362;33
Monday/July 13/2020;81;45.332;33
Tuesday/July 14/2020;83;45.940;34
Wednesday/July 15/2020;87;47.152;36
Thursday/July 16/2020;82;45.934;34
Friday/July 17/2020;80;44.712;32
Saturday/July 18/2020;86;46.539;35
Sunday/July 19/2020;86;46.531;35
Monday/July 20/2020;83;45.921;34
Tuesday/July 21/2020;82;45.303;33
Wednesday/July 22/2020;82;45.302;33
Thursday/July 23/2020;83;45.907;34
Friday/July 24/2020;86;47.124;36
Saturday/July 25/2020;84;45.901;34
Sunday/July 26/2020;84;45.899;34
Monday/July 27/2020;82;45.282;33
Tuesday/July 28/2020;81;45.280;33
Wednesday/July 29/2020;84;45.884;34
Thursday/July 30/2020;82;45.274;33
Friday/July 31/2020;81;45.268;33
Saturday/August 1/2020;83;45.877;34
Sunday/August 2/2020;82;45.263;33
Monday/August 3/2020;83;45.870;34
Tuesday/August 4/2020;83;45.858;34
Wednesday/August 5/2020;82;45.248;33
Thursday/August 6/2020;85;46.460;35
Friday/August 7/2020;84;45.848;34
Saturday/August 8/2020;80;44.622;32
Sunday/August 9/2020;82;45.228;33
Monday/August 10/2020;83;45.831;34
Tuesday/August 11/2020;79;44.612;32
Wednesday/August 12/2020;81;45.214;33
Thursday/August 13/2020;81;45.211;33
Friday/August 14/2020;84;45.812;34
Saturday/August 15/2020;84;45.811;34
